,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
151,Matheus Donelli,br  BRA,GK,Corinthians,19,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
152,Renan dos Santos,br  BRA,GK,Atl Goianiense,32,1989,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
153,Douglas,br  BRA,DF,Bragantino,33,1988,0.8,0,0,0,,0.00,0.00,,,,,0,0,,,,,
154,Rodrigo Dourado,br  BRA,MF,Internacional,27,1994,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,10.8,0,0,0,0.1,0.1,0.10,-0.1,-0.1
155,David Duarte,br  BRA,DF,Fluminense,27,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
156,Pablo Dyego,br  BRA,FW,Avaí,27,1994,5.4,0,8,3,37.5,1.49,0.56,0.00,0.00,19.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
157,Edenílson,br  BRA,MF,Internacional,32,1989,24.3,6,35,9,25.7,1.44,0.37,0.09,0.33,19.2,2,3,3,6.3,4.0,0.11,-0.3,-1.0
158,Eder,br  BRA,DF,América (MG),26,1995,32.7,0,9,4,44.4,0.28,0.12,0.00,0.00,15.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
159,Éder,it  ITA,"FW,MF",São Paulo,35,1986,7.4,3,14,3,21.4,1.89,0.40,0.14,0.67,17.3,2,1,1,1.7,0.9,0.06,+1.3,+1.1
160,Edinho,br  BRA,MF,Juventude,27,1994,4.1,0,5,0,0.0,1.23,0.00,0.00,,,,0,0,,,,,
161,Elton,br  BRA,MF,Juventude,31,1990,12.9,0,11,1,9.1,0.85,0.08,0.00,0.00,17.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7
162,Leandro Emmanuel Martínez,ar  ARG,MF,América (MG),27,1994,2.9,0,9,3,33.3,3.10,1.03,0.00,0.00,17.1,0,0,0,1.1,1.1,0.12,-1.1,-1.1
163,Alan Empereur,br  BRA,DF,Cuiabá,27,1994,24.7,1,5,1,20.0,0.20,0.04,0.20,1.00,8.7,0,0,0,0.9,0.9,0.19,+0.1,+0.1
164,Endrick,br  BRA,FW,Palmeiras,15,2006,3.4,3,14,10,71.4,4.10,2.93,0.21,0.30,12.6,0,0,0,3.1,3.1,0.22,-0.1,-0.1
165,Erison,br  BRA,FW,Botafogo (RJ),22,1999,16.5,7,48,20,41.7,2.91,1.21,0.13,0.30,15.8,0,1,1,4.7,4.5,0.09,+2.3,+1.5
166,Estevão,br  BRA,"FW,MF",Internacional,19,2002,1.2,0,2,1,50.0,1.67,0.83,0.00,0.00,22.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
167,Lucas Evangelista,br  BRA,MF,Bragantino,26,1995,29.0,2,47,10,21.3,1.62,0.34,0.02,0.10,21.1,0,1,2,4.5,2.9,0.06,-2.5,-1.9
168,Everaldo,br  BRA,"MF,FW",América (MG),27,1994,21.0,4,48,17,35.4,2.28,0.81,0.06,0.18,21.6,0,1,1,4.0,3.1,0.06,0.0,-0.1
169,Éverson,br  BRA,GK,Atlético Mineiro,31,1990,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
170,Éverton,br  BRA,"MF,FW",Cuiabá,33,1988,4.4,1,4,1,25.0,0.90,0.23,0.25,1.00,18.6,0,0,0,0.4,0.4,0.10,+0.6,+0.6
171,Fabinho,br  BRA,MF,Palmeiras,19,2002,0.8,0,1,0,0.0,1.30,0.00,0.00,,34.2,0,0,0,0.0,0.0,0.02,0.0,0.0
172,Fabrício,br  BRA,"FW,MF",Coritiba,24,1997,16.7,3,42,10,23.8,2.52,0.60,0.07,0.30,19.8,0,0,0,2.7,2.7,0.06,+0.3,+0.3
173,Fagner,br  BRA,DF,Corinthians,32,1989,10.0,0,1,0,0.0,0.10,0.00,0.00,,28.9,1,0,0,0.1,0.1,0.09,-0.1,-0.1
174,Willian Farias,br  BRA,MF,Coritiba,32,1989,17.7,0,13,0,0.0,0.73,0.00,0.00,,29.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4
175,Lucas Fasson,br  BRA,DF,Atl Paranaense,20,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
176,Felipe,br  BRA,MF,Fortaleza,27,1994,9.8,0,7,1,14.3,0.72,0.10,0.00,0.00,22.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
177,Luis Felipe,br  BRA,DF,Santos,28,1993,10.9,1,3,1,33.3,0.27,0.09,0.33,1.00,,,0,0,,,,,
178,Matheus Felipe,br  BRA,DF,Atl Paranaense,23,1998,19.8,2,6,3,50.0,0.30,0.15,0.33,0.67,13.8,0,0,0,0.7,0.7,0.12,+1.3,+1.3
179,Lucas Fernandes,br  BRA,MF,Botafogo (RJ),24,1997,18.6,2,45,13,28.9,2.42,0.70,0.04,0.15,26.2,5,0,0,1.5,1.5,0.03,+0.5,+0.5
180,Matheus Fernandes,br  BRA,MF,Atl Paranaense,23,1998,7.6,0,9,4,44.4,1.18,0.52,0.00,0.00,24.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
181,Gatito Fernández,py  PAR,GK,Botafogo (RJ),33,1988,31.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
182,Ignacio Fernández,ar  ARG,MF,Atlético Mineiro,32,1990,24.7,4,42,19,45.2,1.70,0.77,0.07,0.16,19.3,5,1,2,6.8,5.2,0.12,-2.8,-2.2
183,Rodrigo Fernández,uy  URU,MF,Santos,26,1996,25.7,0,15,2,13.3,0.58,0.08,0.00,0.00,27.1,0,0,0,0.5,0.5,0.04,-0.5,-0.5
184,Fernandinho,br  BRA,MF,Atl Paranaense,36,1985,10.8,1,9,3,33.3,0.84,0.28,0.11,0.33,24.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7
185,Derick Fernando,br  BRA,DF,Santos,19,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
186,Luiz Fernando,br  BRA,"FW,MF",Atl Goianiense,25,1996,19.4,2,50,15,30.0,2.58,0.77,0.04,0.13,15.9,0,0,0,4.2,4.2,0.08,-2.2,-2.2
187,Nahuel Ferraresi,ve  VEN,DF,São Paulo,23,1998,7.9,0,3,1,33.3,0.38,0.13,0.00,0.00,12.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
188,Luiz Filipe,br  BRA,"MF,FW",Goiás,20,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
189,Flávio,br  BRA,MF,América (MG),21,2000,0.3,0,1,0,0.0,3.46,0.00,0.00,,34.4,0,0,0,0.0,0.0,0.02,0.0,0.0
190,Rafael Forster,br  BRA,DF,Juventude,31,1990,18.1,0,11,4,36.4,0.61,0.22,0.00,0.00,25.0,4,0,0,0.6,0.6,0.06,-0.6,-0.6
191,Matheus França,br  BRA,"FW,MF",Flamengo,17,2004,7.5,4,24,7,29.2,3.21,0.94,0.17,0.57,14.9,0,0,0,3.2,3.2,0.13,+0.8,+0.8
192,Fred,br  BRA,"FW,MF",Fluminense,38,1983,1.4,1,8,2,25.0,5.58,1.40,0.13,0.50,18.7,1,0,0,0.5,0.5,0.06,+0.5,+0.5
193,Marlon Freitas,br  BRA,MF,Atl Goianiense,26,1995,27.5,4,31,6,19.4,1.13,0.22,0.10,0.50,25.5,0,1,2,3.3,1.8,0.06,+0.7,+1.2
194,Douglas Friedrich,br  BRA,GK,Avaí,33,1988,10.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
195,Eduardo Gabriel,br  BRA,DF,Santos,25,1996,33.0,1,19,6,31.6,0.58,0.18,0.05,0.17,10.6,0,0,0,1.6,1.6,0.09,-0.6,-0.6
196,Luiz Gabriel,br  BRA,"FW,MF",Coritiba,19,2002,1.1,0,1,0,0.0,0.89,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.01,0.0,0.0
197,Marquinhos Gabriel,br  BRA,"MF,FW",Goiás,31,1990,8.4,1,10,4,40.0,1.19,0.48,0.10,0.25,21.8,0,0,0,0.7,0.7,0.07,+0.3,+0.3
198,Vitor Gabriel,br  BRA,"FW,MF",Juventude,22,2000,8.6,2,32,11,34.4,3.72,1.28,0.06,0.18,17.0,0,0,0,2.5,2.5,0.08,-0.5,-0.5
199,Matías Galarza,py  PAR,MF,Coritiba,19,2002,6.7,0,14,1,7.1,2.09,0.15,0.00,0.00,26.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5
200,Matheus Galdezani,br  BRA,MF,Avaí,29,1992,3.2,0,3,0,0.0,0.92,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
201,Thiago Galhardo,br  BRA,"FW,MF",Fortaleza,32,1989,15.0,7,38,19,50.0,2.54,1.27,0.18,0.37,16.7,0,0,1,5.5,4.8,0.13,+1.5,+2.2
202,Giuliano Galoppo,ar  ARG,MF,São Paulo,22,1999,7.9,1,21,7,33.3,2.66,0.89,0.05,0.14,13.9,1,0,0,2.2,2.2,0.10,-1.2,-1.2
203,Léo Gamalho,br  BRA,FW,Coritiba,36,1986,18.4,8,35,15,42.9,1.90,0.81,0.17,0.40,12.7,1,2,2,7.1,6.0,0.17,+0.9,0.0
204,Ganso,br  BRA,"MF,FW",Fluminense,32,1989,27.5,5,20,5,25.0,0.73,0.18,0.10,0.40,24.4,6,3,3,3.9,1.5,0.08,+1.1,+0.5
205,García,br  BRA,"DF,MF",Palmeiras,20,2002,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
206,Bryan García,ec  ECU,MF,Atl Paranaense,21,2001,3.1,0,6,0,0.0,1.96,0.00,0.00,,32.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
207,Luan Garcia,br  BRA,DF,Palmeiras,28,1993,13.6,0,6,0,0.0,0.44,0.00,0.00,,11.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
208,Gaspar,br  BRA,FW,Avaí,19,2002,0.4,0,4,1,25.0,9.00,2.25,0.00,0.00,21.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
209,Rafael Gava,br  BRA,MF,Cuiabá,28,1993,22.7,1,31,8,25.8,1.36,0.35,0.03,0.13,22.1,5,0,0,2.1,2.1,0.07,-1.1,-1.1
210,Lucas Gazal,br  BRA,DF,Atl Goianiense,22,1999,14.5,1,14,3,21.4,0.97,0.21,0.07,0.33,20.3,1,0,0,0.4,0.4,0.03,+0.6,+0.6
211,Guilherme Gehring,br  BRA,MF,Juventude,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
212,Geovane,br  BRA,MF,Ceará,22,1999,6.1,0,4,1,25.0,0.65,0.16,0.00,0.00,20.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
213,Gil,br  BRA,DF,Corinthians,34,1987,22.7,0,15,6,40.0,0.66,0.26,0.00,0.00,10.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2
214,Giovane,br  BRA,"FW,DF",Corinthians,18,2003,3.3,0,5,2,40.0,1.50,0.60,0.00,0.00,23.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
215,Giovani,br  BRA,"FW,MF",Palmeiras,18,2004,0.4,0,1,0,0.0,2.57,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.03,0.0,0.0
216,Glédson,br  BRA,GK,Avaí,38,1983,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
217,Diego Godín,uy  URU,DF,Atlético Mineiro,35,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
218,Bruno Gomes,br  BRA,MF,Coritiba,20,2001,16.6,1,22,4,18.2,1.32,0.24,0.05,0.25,25.6,1,0,0,0.9,0.9,0.04,+0.1,+0.1
219,João Gomes,br  BRA,MF,Flamengo,20,2001,20.9,0,17,5,29.4,0.81,0.24,0.00,0.00,22.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0
220,Gustavo Gómez,py  PAR,DF,Palmeiras,28,1993,30.0,9,26,14,53.8,0.87,0.47,0.31,0.57,8.8,0,1,1,4.5,3.7,0.14,+4.5,+4.3
221,Aloísio dos Santos Gonçalves,cn  CHN,"FW,MF",América (MG),33,1988,10.5,4,32,14,43.8,3.03,1.33,0.09,0.21,16.0,1,1,1,4.6,3.8,0.12,-0.6,-0.8
222,Diego Gonçalves,br  BRA,FW,Botafogo (RJ),27,1994,5.4,2,9,3,33.3,1.68,0.56,0.00,0.00,21.9,1,2,2,2.2,0.7,0.07,-0.2,-0.7
223,Matheus Gonçalves,br  BRA,FW,Flamengo,16,2005,0.3,0,1,0,0.0,3.33,0.00,0.00,,15.1,0,0,0,0.1,0.1,0.10,-0.1,-0.1
224,Ricardo Goulart,br  BRA,"MF,FW",Santos,30,1991,4.5,0,6,1,16.7,1.34,0.22,0.00,0.00,11.5,0,0,0,0.8,0.8,0.13,-0.8,-0.8
225,Daniel Guedes,br  BRA,"DF,MF",Cuiabá,27,1994,8.8,0,6,0,0.0,0.68,0.00,0.00,,23.0,1,0,0,0.2,0.2,0.03,-0.2,-0.2
226,Roger Guedes,br  BRA,"FW,MF",Corinthians,25,1996,28.3,10,83,32,38.6,2.93,1.13,0.11,0.28,17.4,19,1,1,10.6,9.8,0.12,-0.6,-0.8
227,Paolo Guerrero,pe  PER,FW,Avaí,38,1984,4.8,0,16,4,25.0,3.34,0.84,0.00,0.00,15.2,0,0,0,1.6,1.6,0.10,-1.6,-1.6
228,Guga,br  BRA,DF,Atlético Mineiro,23,1998,18.6,0,14,1,7.1,0.75,0.05,0.00,0.00,26.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6
229,Gustavinho,br  BRA,MF,América (MG),20,2001,4.3,0,4,1,25.0,0.92,0.23,0.00,0.00,20.6,1,0,0,0.2,0.2,0.05,-0.2,-0.2
230,Habraão,br  BRA,DF,Fortaleza,20,2001,2.4,1,6,2,33.3,2.47,0.82,0.17,0.50,15.0,0,0,0,0.9,0.9,0.15,+0.1,+0.1
231,Hayner,br  BRA,DF,Atl Goianiense,26,1995,15.3,0,9,2,22.2,0.59,0.13,0.00,0.00,20.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5
232,Heitor,br  BRA,DF,Internacional,21,2000,4.4,0,3,0,0.0,0.68,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
233,Thiago Heleno,br  BRA,DF,Atl Paranaense,33,1988,12.7,0,6,0,0.0,0.47,0.00,0.00,,10.7,0,0,1,1.4,0.6,0.10,-1.4,-0.6
234,Helinho,br  BRA,"FW,MF",Bragantino,21,2000,19.0,4,46,12,26.1,2.42,0.63,0.07,0.25,21.2,2,1,1,4.0,3.2,0.07,0.0,-0.2
235,Henrique,br  BRA,DF,Coritiba,35,1986,17.9,0,11,5,45.5,0.61,0.28,0.00,0.00,12.2,0,0,0,1.2,1.2,0.11,-1.2,-1.2
236,Arthur Henrique,br  BRA,DF,Atl Goianiense,27,1994,10.7,0,2,0,0.0,0.19,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
237,Bruno Henrique,br  BRA,"FW,MF",Flamengo,31,1990,6.8,1,13,7,53.8,1.91,1.03,0.08,0.14,16.7,0,0,0,1.3,1.3,0.10,-0.3,-0.3
238,Daniel Henrique,br  BRA,FW,Ceará,17,2004,0.3,0,2,0,0.0,7.50,0.00,0.00,,14.2,0,0,0,0.3,0.3,0.16,-0.3,-0.3
239,Gustavo Henrique,br  BRA,DF,Flamengo,28,1993,3.8,1,2,2,100.0,0.52,0.52,0.50,0.50,11.2,0,0,0,0.2,0.2,0.08,+0.8,+0.8
240,Luis Henrique,br  BRA,"FW,MF",Botafogo (RJ),20,2001,2.9,0,1,1,100.0,0.34,0.34,0.00,0.00,13.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2
241,Luiz Henrique,br  BRA,"FW,MF",Fluminense,21,2001,11.7,2,26,5,19.2,2.22,0.43,0.08,0.40,17.1,0,0,0,2.0,2.0,0.08,0.0,0.0
242,Paulo Henrique,br  BRA,"DF,MF",Juventude,25,1996,16.7,2,13,4,30.8,0.78,0.24,0.15,0.50,21.5,0,0,0,1.2,1.2,0.09,+0.8,+0.8
243,Hércules,br  BRA,"MF,FW",Fortaleza,21,2000,15.2,4,28,11,39.3,1.84,0.72,0.14,0.36,24.3,0,0,0,2.2,2.2,0.08,+1.8,+1.8
244,Nicolás Hernández,co  COL,DF,Atl Paranaense,24,1998,18.0,0,2,0,0.0,0.11,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
245,Victor Hugo,br  BRA,MF,Flamengo,17,2004,13.9,2,20,7,35.0,1.44,0.50,0.10,0.29,16.7,0,0,0,2.7,2.7,0.14,-0.7,-0.7
246,Vitor Hugo,br  BRA,FW,Goiás,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
247,Hulk,br  BRA,FW,Atlético Mineiro,35,1986,23.2,12,90,24,26.7,3.88,1.03,0.11,0.42,23.7,31,2,2,9.1,7.5,0.08,+2.9,+2.5
248,José Hurtado,ec  ECU,DF,Bragantino,20,2001,6.6,0,3,2,66.7,0.45,0.30,0.00,0.00,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
249,Hyoran,br  BRA,MF,Bragantino,28,1993,14.2,3,47,14,29.8,3.31,0.99,0.06,0.21,19.9,3,0,0,4.2,4.2,0.09,-1.2,-1.2
250,Igor,br  BRA,"MF,FW",Flamengo,18,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
251,André Inácio,br  BRA,FW,Flamengo,19,2002,0.5,0,4,2,50.0,8.00,4.00,0.00,0.00,16.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
252,Mauricio Isla,cl  CHI,DF,Flamengo,33,1988,3.8,1,1,1,100.0,0.26,0.26,1.00,1.00,17.2,0,0,0,0.0,0.0,0.04,+1.0,+1.0
253,Jadsom,br  BRA,MF,Bragantino,20,2001,14.1,0,10,0,0.0,0.71,0.00,0.00,,27.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
254,Jadson,br  BRA,MF,Juventude,28,1993,29.1,2,16,5,31.3,0.55,0.17,0.13,0.40,17.7,0,0,0,1.4,1.4,0.09,+0.6,+0.6
255,Jailson,br  BRA,GK,América (MG),40,1981,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
256,Jair,br  BRA,MF,Atlético Mineiro,27,1994,23.0,1,26,8,30.8,1.13,0.35,0.04,0.13,17.3,0,0,0,2.4,2.4,0.09,-1.4,-1.4
257,Jandrei,br  BRA,GK,São Paulo,28,1993,18.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
258,Vinícius Jaú,br  BRA,MF,Avaí,23,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
259,Pablo Javier García,uy  URU,FW,Coritiba,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
260,Jean,br  BRA,MF,Juventude,27,1994,13.1,0,22,6,27.3,1.67,0.46,0.00,0.00,27.7,0,0,0,0.5,0.5,0.02,-0.5,-0.5
261,Jemerson,br  BRA,DF,Atlético Mineiro,29,1992,11.1,0,3,2,66.7,0.27,0.18,0.00,0.00,7.0,0,0,0,0.5,0.5,0.17,-0.5,-0.5
262,Jenison,br  BRA,FW,Cuiabá,30,1991,3.6,1,6,1,16.7,1.66,0.28,0.17,1.00,13.6,0,0,0,1.3,1.3,0.22,-0.3,-0.3
263,Alexandre Jesus,br  BRA,"MF,DF",Fluminense,20,2001,0.7,0,1,0,0.0,1.36,0.00,0.00,,16.9,0,0,0,0.0,0.0,0.03,0.0,0.0
264,Joaquim,br  BRA,DF,Cuiabá,23,1998,23.9,1,27,6,22.2,1.13,0.25,0.04,0.17,11.6,0,0,0,2.4,2.4,0.09,-1.4,-1.4
265,John,br  BRA,GK,Santos,25,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
266,Jonas,br  BRA,MF,São Paulo,22,1999,0.3,0,2,0,0.0,7.20,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0
267,Felipe Jonatan,br  BRA,DF,Santos,23,1998,23.0,0,16,5,31.3,0.70,0.22,0.00,0.00,28.7,2,0,0,0.4,0.4,0.02,-0.4,-0.4
268,Jonathan,br  BRA,DF,Botafogo (RJ),23,1998,0.5,0,1,0,0.0,2.00,0.00,0.00,,34.6,0,0,0,0.0,0.0,0.01,0.0,0.0
269,Jorge,br  BRA,DF,Palmeiras,25,1996,5.2,0,3,0,0.0,0.58,0.00,0.00,,19.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
270,Jorginho,br  BRA,MF,Atl Goianiense,31,1991,18.2,3,35,8,22.9,1.92,0.44,0.09,0.38,15.8,1,0,0,4.0,4.0,0.12,-1.0,-1.0
271,Jhojan Julio,ec  ECU,"FW,MF",Santos,23,1998,9.2,0,12,2,16.7,1.31,0.22,0.00,0.00,16.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8
272,Renato Junior,br  BRA,"FW,MF",Goiás,19,2002,5.5,0,4,1,25.0,0.73,0.18,0.00,0.00,14.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
273,Jussa,br  BRA,"MF,DF",Fortaleza,25,1996,7.0,0,11,3,27.3,1.57,0.43,0.00,0.00,25.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
274,Kaiky,br  BRA,DF,Santos,18,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
275,Lucas Kal,br  BRA,MF,América (MG),25,1996,24.0,0,22,8,36.4,0.91,0.33,0.00,0.00,23.8,0,0,0,0.8,0.8,0.04,-0.8,-0.8
276,Kanu,br  BRA,DF,Botafogo (RJ),24,1997,16.1,0,6,2,33.3,0.37,0.12,0.00,0.00,9.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6
277,Alan Kardec,br  BRA,"FW,MF",Atlético Mineiro,33,1989,2.9,2,13,4,30.8,4.55,1.40,0.15,0.50,7.7,0,0,0,3.1,3.1,0.23,-1.1,-1.1
278,Kauan,br  BRA,FW,Bragantino,18,2003,0.3,0,2,1,50.0,7.20,3.60,0.00,0.00,20.8,0,0,0,0.4,0.4,0.22,-0.4,-0.4
279,Kawê,br  BRA,"MF,FW",América (MG),19,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
280,Kayque,br  BRA,MF,Botafogo (RJ),21,2000,3.1,1,9,3,33.3,2.91,0.97,0.11,0.33,28.1,0,0,0,0.6,0.6,0.06,+0.4,+0.4
281,Renato Kayser,br  BRA,FW,Fortaleza,25,1996,1.8,0,6,3,50.0,3.31,1.66,0.00,0.00,24.9,4,0,0,0.7,0.7,0.12,-0.7,-0.7
282,Gabriel Kazu,br  BRA,MF,Avaí,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
283,Keiller,br  BRA,GK,Internacional,25,1996,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
284,Thalisson Kelven,br  BRA,DF,Juventude,23,1998,20.0,0,7,2,28.6,0.35,0.10,0.00,0.00,9.8,0,0,0,1.2,1.2,0.17,-1.2,-1.2
285,Kelvi,br  BRA,MF,Juventude,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
286,Kelvin,br  BRA,"MF,FW",Atl Goianiense,24,1997,3.4,1,13,7,53.8,3.85,2.07,0.08,0.14,26.5,0,0,0,0.6,0.6,0.04,+0.4,+0.4
287,Kelvyn,br  BRA,"FW,DF",Ceará,22,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
288,John Kennedy,br  BRA,"FW,MF",Fluminense,19,2002,1.6,0,10,4,40.0,6.38,2.55,0.00,0.00,13.8,0,0,0,1.1,1.1,0.11,-1.1,-1.1
289,Keno,br  BRA,"FW,MF",Atlético Mineiro,32,1989,20.6,4,52,15,28.8,2.52,0.73,0.08,0.27,17.6,0,0,0,5.8,5.8,0.12,-1.8,-1.8
290,Kevin,br  BRA,DF,Avaí,24,1997,29.2,2,19,4,21.1,0.65,0.14,0.05,0.25,27.6,5,1,1,1.5,0.8,0.04,+0.5,+0.2
291,Khellven,br  BRA,DF,Atl Paranaense,20,2001,23.4,1,13,3,23.1,0.56,0.13,0.00,0.00,26.5,1,1,1,1.3,0.5,0.04,-0.3,-0.5
292,Benjamín Kuscevic,cl  CHI,DF,Palmeiras,25,1996,3.3,0,2,1,50.0,0.61,0.30,0.00,0.00,6.7,0,0,0,0.7,0.7,0.36,-0.7,-0.7
293,Gabriel Lacerda,br  BRA,DF,Ceará,22,1999,20.0,0,11,0,0.0,0.55,0.00,0.00,,10.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9
294,Anthony Landazuri,ec  ECU,DF,Fortaleza,24,1997,5.8,0,2,0,0.0,0.35,0.00,0.00,,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
295,Thauan Lara,br  BRA,"DF,FW",Internacional,18,2004,3.8,0,5,2,40.0,1.30,0.52,0.00,0.00,23.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
296,Lázaro,br  BRA,"FW,MF",Flamengo,19,2002,9.1,4,30,12,40.0,3.29,1.32,0.13,0.33,15.4,0,0,0,3.7,3.7,0.12,+0.3,+0.3
297,Anderson Leite,br  BRA,MF,Juventude,28,1993,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
298,Vinícius Leite,br  BRA,MF,Avaí,28,1993,1.5,0,1,1,100.0,0.65,0.65,0.00,0.00,21.3,1,0,0,0.2,0.2,0.18,-0.2,-0.2
299,Bernanrdo Lemes,br  BRA,"MF,FW",Coritiba,20,2002,10.5,0,5,0,0.0,0.48,0.00,0.00,,25.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
300,Marcos Leonardo,br  BRA,FW,Santos,18,2003,32.0,13,87,29,33.3,2.72,0.91,0.13,0.38,16.8,4,2,2,13.2,11.7,0.14,-0.2,-0.7
301,Vitor Leque,br  BRA,"MF,DF",Juventude,21,2001,0.6,0,2,0,0.0,3.40,0.00,0.00,,19.4,0,0,0,0.0,0.0,0.02,0.0,0.0
302,Lima,br  BRA,"FW,MF",Ceará,25,1996,21.5,3,38,9,23.7,1.77,0.42,0.03,0.11,20.7,2,2,2,4.0,2.4,0.06,-1.0,-1.4
303,Anderson Lima,br  BRA,"MF,FW",São Paulo,22,1999,2.3,0,6,3,50.0,2.57,1.29,0.00,0.00,16.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5
304,Rodrigo Lindoso,br  BRA,MF,Ceará,32,1989,9.6,0,10,2,20.0,1.04,0.21,0.00,0.00,15.7,0,0,0,1.0,1.0,0.10,-1.0,-1.0
305,Liziero,br  BRA,MF,Internacional,23,1998,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
