,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,TO_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,TO_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
192,Fred,br  BRA,"FW,MF",Fluminense,38,1983,1.4,2,1.40,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
193,Marlon Freitas,br  BRA,MF,Atl Goianiense,26,1995,27.5,108,3.93,100,2,0,4,0,2,8,0.29,7,0,0,1,0,0
194,Douglas Friedrich,br  BRA,GK,Avaí,33,1988,10.4,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
195,Eduardo Gabriel,br  BRA,DF,Santos,25,1996,33.0,10,0.30,5,0,0,3,2,0,3,0.09,0,0,0,2,1,0
196,Luiz Gabriel,br  BRA,"FW,MF",Coritiba,19,2002,1.1,1,0.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
197,Marquinhos Gabriel,br  BRA,"MF,FW",Goiás,31,1990,8.4,32,3.82,22,3,1,2,4,0,2,0.24,1,1,0,0,0,0
198,Vitor Gabriel,br  BRA,"FW,MF",Juventude,22,2000,8.6,21,2.44,12,0,2,5,1,1,0,0.00,0,0,0,0,0,0
199,Matías Galarza,py  PAR,MF,Coritiba,19,2002,6.7,22,3.28,17,0,0,1,3,1,1,0.15,0,0,0,0,1,0
200,Matheus Galdezani,br  BRA,MF,Avaí,29,1992,3.2,8,2.47,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0
201,Thiago Galhardo,br  BRA,"FW,MF",Fortaleza,32,1989,15.0,45,3.01,28,0,7,5,4,1,5,0.33,1,0,4,0,0,0
202,Giuliano Galoppo,ar  ARG,MF,São Paulo,22,1999,7.9,20,2.54,16,1,1,1,1,0,0,0.00,0,0,0,0,0,0
203,Léo Gamalho,br  BRA,FW,Coritiba,36,1986,18.4,35,1.90,28,0,0,3,3,1,3,0.16,2,0,0,0,1,0
204,Ganso,br  BRA,"MF,FW",Fluminense,32,1989,27.5,126,4.58,107,9,1,4,2,3,10,0.36,9,0,0,0,1,0
205,García,br  BRA,"DF,MF",Palmeiras,20,2002,1.1,3,2.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
206,Bryan García,ec  ECU,MF,Atl Paranaense,21,2001,3.1,8,2.60,8,0,0,0,0,0,1,0.32,1,0,0,0,0,0
207,Luan Garcia,br  BRA,DF,Palmeiras,28,1993,13.6,22,1.62,21,0,0,1,0,0,5,0.37,4,0,0,1,0,0
208,Gaspar,br  BRA,FW,Avaí,19,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
209,Rafael Gava,br  BRA,MF,Cuiabá,28,1993,22.7,75,3.30,35,33,0,2,3,2,4,0.18,2,1,0,1,0,0
210,Lucas Gazal,br  BRA,DF,Atl Goianiense,22,1999,14.5,7,0.48,5,0,0,2,0,0,2,0.14,1,0,0,1,0,0
211,Guilherme Gehring,br  BRA,MF,Juventude,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
212,Geovane,br  BRA,MF,Ceará,22,1999,6.1,15,2.44,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0
213,Gil,br  BRA,DF,Corinthians,34,1987,22.7,8,0.35,5,0,0,2,0,1,1,0.04,1,0,0,0,0,0
214,Giovane,br  BRA,"FW,DF",Corinthians,18,2003,3.3,7,2.10,3,1,1,1,1,0,2,0.60,0,0,1,0,1,0
215,Giovani,br  BRA,"FW,MF",Palmeiras,18,2004,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
216,Glédson,br  BRA,GK,Avaí,38,1983,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
217,Diego Godín,uy  URU,DF,Atlético Mineiro,35,1986,1.0,2,2.00,1,0,0,0,0,1,1,1.00,1,0,0,0,0,0
218,Bruno Gomes,br  BRA,MF,Coritiba,20,2001,16.6,57,3.43,41,4,7,0,4,1,2,0.12,1,0,0,0,1,0
219,João Gomes,br  BRA,MF,Flamengo,20,2001,20.9,43,2.06,38,0,1,1,2,1,1,0.05,1,0,0,0,0,0
220,Gustavo Gómez,py  PAR,DF,Palmeiras,28,1993,30.0,33,1.10,29,0,0,1,2,1,2,0.07,1,0,0,1,0,0
221,Aloísio dos Santos Gonçalves,cn  CHN,"FW,MF",América (MG),33,1988,10.5,30,2.85,20,0,1,5,4,0,4,0.38,1,0,0,3,0,0
222,Diego Gonçalves,br  BRA,FW,Botafogo (RJ),27,1994,5.4,11,2.33,8,1,1,1,0,0,0,0.00,0,0,0,0,0,0
223,Matheus Gonçalves,br  BRA,FW,Flamengo,16,2005,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
224,Ricardo Goulart,br  BRA,"MF,FW",Santos,30,1991,4.5,12,2.69,8,0,0,2,1,1,0,0.00,0,0,0,0,0,0
225,Daniel Guedes,br  BRA,"DF,MF",Cuiabá,27,1994,8.8,24,2.71,15,7,0,1,1,0,4,0.45,1,2,0,1,0,0
226,Roger Guedes,br  BRA,"FW,MF",Corinthians,25,1996,28.3,85,3.00,55,3,8,11,8,0,13,0.46,6,0,1,6,0,0
227,Paolo Guerrero,pe  PER,FW,Avaí,38,1984,4.8,10,2.09,7,0,2,0,1,0,0,0.00,0,0,0,0,0,0
228,Guga,br  BRA,DF,Atlético Mineiro,23,1998,18.6,36,1.93,29,5,1,0,0,1,3,0.16,2,1,0,0,0,0
229,Gustavinho,br  BRA,MF,América (MG),20,2001,4.3,9,2.07,6,2,1,0,0,0,0,0.00,0,0,0,0,0,0
230,Habraão,br  BRA,DF,Fortaleza,20,2001,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
231,Hayner,br  BRA,DF,Atl Goianiense,26,1995,15.3,38,2.49,27,3,1,1,6,0,2,0.13,2,0,0,0,0,0
232,Heitor,br  BRA,DF,Internacional,21,2000,4.4,10,2.28,7,1,1,0,0,1,0,0.00,0,0,0,0,0,0
233,Thiago Heleno,br  BRA,DF,Atl Paranaense,33,1988,12.7,10,0.79,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
234,Helinho,br  BRA,"FW,MF",Bragantino,21,2000,19.0,83,4.37,60,6,4,5,7,1,4,0.21,3,0,0,0,0,1
235,Henrique,br  BRA,DF,Coritiba,35,1986,17.9,10,0.56,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
236,Arthur Henrique,br  BRA,DF,Atl Goianiense,27,1994,10.7,28,2.61,25,0,2,1,0,0,0,0.00,0,0,0,0,0,0
237,Bruno Henrique,br  BRA,"FW,MF",Flamengo,31,1990,6.8,23,3.38,15,1,1,2,3,1,1,0.15,1,0,0,0,0,0
238,Daniel Henrique,br  BRA,FW,Ceará,17,2004,0.3,1,3.75,0,0,0,1,0,0,1,3.75,0,0,0,1,0,0
239,Gustavo Henrique,br  BRA,DF,Flamengo,28,1993,3.8,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
240,Luis Henrique,br  BRA,"FW,MF",Botafogo (RJ),20,2001,2.9,8,2.72,6,0,0,0,2,0,1,0.34,1,0,0,0,0,0
241,Luiz Henrique,br  BRA,"FW,MF",Fluminense,21,2001,11.7,31,2.65,24,0,6,0,1,0,6,0.51,4,0,2,0,0,0
242,Paulo Henrique,br  BRA,"DF,MF",Juventude,25,1996,16.7,46,2.75,38,3,3,1,1,0,3,0.18,3,0,0,0,0,0
243,Hércules,br  BRA,"MF,FW",Fortaleza,21,2000,15.2,38,2.50,31,0,1,0,4,2,3,0.20,3,0,0,0,0,0
244,Nicolás Hernández,co  COL,DF,Atl Paranaense,24,1998,18.0,13,0.72,11,0,0,1,1,0,1,0.06,1,0,0,0,0,0
245,Victor Hugo,br  BRA,MF,Flamengo,17,2004,13.9,35,2.52,24,0,5,5,0,1,9,0.65,4,0,2,2,0,1
246,Vitor Hugo,br  BRA,FW,Goiás,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
247,Hulk,br  BRA,FW,Atlético Mineiro,35,1986,23.2,101,4.35,52,9,16,5,16,3,8,0.34,5,0,2,1,0,0
248,José Hurtado,ec  ECU,DF,Bragantino,20,2001,6.6,17,2.56,15,0,1,0,1,0,2,0.30,2,0,0,0,0,0
249,Hyoran,br  BRA,MF,Bragantino,28,1993,14.2,53,3.73,38,10,0,3,1,1,4,0.28,4,0,0,0,0,0
250,Igor,br  BRA,"MF,FW",Flamengo,18,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
251,André Inácio,br  BRA,FW,Flamengo,19,2002,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
252,Mauricio Isla,cl  CHI,DF,Flamengo,33,1988,3.8,7,1.85,6,0,1,0,0,0,1,0.26,0,0,1,0,0,0
253,Jadsom,br  BRA,MF,Bragantino,20,2001,14.1,34,2.40,28,0,1,3,1,1,3,0.21,3,0,0,0,0,0
254,Jadson,br  BRA,MF,Juventude,28,1993,29.1,80,2.75,69,4,0,4,2,1,4,0.14,4,0,0,0,0,0
255,Jailson,br  BRA,GK,América (MG),40,1981,12.0,3,0.25,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
256,Jair,br  BRA,MF,Atlético Mineiro,27,1994,23.0,53,2.30,42,1,0,3,5,2,6,0.26,5,0,0,0,0,1
257,Jandrei,br  BRA,GK,São Paulo,28,1993,18.3,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
258,Vinícius Jaú,br  BRA,MF,Avaí,23,1998,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
259,Pablo Javier García,uy  URU,FW,Coritiba,22,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
260,Jean,br  BRA,MF,Juventude,27,1994,13.1,11,0.84,8,0,2,0,0,1,2,0.15,2,0,0,0,0,0
261,Jemerson,br  BRA,DF,Atlético Mineiro,29,1992,11.1,7,0.63,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0
262,Jenison,br  BRA,FW,Cuiabá,30,1991,3.6,6,1.66,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
263,Alexandre Jesus,br  BRA,"MF,DF",Fluminense,20,2001,0.7,3,4.09,2,0,0,0,0,1,1,1.36,0,0,0,0,0,1
264,Joaquim,br  BRA,DF,Cuiabá,23,1998,23.9,23,0.96,18,1,1,3,0,0,3,0.13,3,0,0,0,0,0
265,John,br  BRA,GK,Santos,25,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
266,Jonas,br  BRA,MF,São Paulo,22,1999,0.3,1,3.60,1,0,0,0,0,0,1,3.60,1,0,0,0,0,0
267,Felipe Jonatan,br  BRA,DF,Santos,23,1998,23.0,62,2.69,49,8,2,1,1,1,3,0.13,1,1,0,0,1,0
268,Jonathan,br  BRA,DF,Botafogo (RJ),23,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
269,Jorge,br  BRA,DF,Palmeiras,25,1996,5.2,11,2.11,7,1,0,0,2,1,2,0.38,1,0,0,0,1,0
270,Jorginho,br  BRA,MF,Atl Goianiense,31,1991,18.2,93,5.11,65,15,8,3,2,0,2,0.11,2,0,0,0,0,0
271,Jhojan Julio,ec  ECU,"FW,MF",Santos,23,1998,9.2,23,2.51,15,2,2,2,2,0,2,0.22,0,1,0,1,0,0
272,Renato Junior,br  BRA,"FW,MF",Goiás,19,2002,5.5,13,2.36,10,0,1,0,2,0,2,0.36,2,0,0,0,0,0
273,Jussa,br  BRA,"MF,DF",Fortaleza,25,1996,7.0,18,2.57,18,0,0,0,0,0,1,0.14,1,0,0,0,0,0
274,Kaiky,br  BRA,DF,Santos,18,2004,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
275,Lucas Kal,br  BRA,MF,América (MG),25,1996,24.0,34,1.42,28,2,0,4,0,0,2,0.08,1,0,0,1,0,0
276,Kanu,br  BRA,DF,Botafogo (RJ),24,1997,16.1,5,0.31,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0
277,Alan Kardec,br  BRA,"FW,MF",Atlético Mineiro,33,1989,2.9,3,1.06,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
278,Kauan,br  BRA,FW,Bragantino,18,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
279,Kawê,br  BRA,"MF,FW",América (MG),19,2002,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
280,Kayque,br  BRA,MF,Botafogo (RJ),21,2000,3.1,15,4.86,5,1,5,1,2,1,3,0.97,0,0,2,1,0,0
281,Renato Kayser,br  BRA,FW,Fortaleza,25,1996,1.8,4,2.21,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0
282,Gabriel Kazu,br  BRA,MF,Avaí,22,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
283,Keiller,br  BRA,GK,Internacional,25,1996,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
284,Thalisson Kelven,br  BRA,DF,Juventude,23,1998,20.0,12,0.60,10,0,0,0,0,2,0,0.00,0,0,0,0,0,0
285,Kelvi,br  BRA,MF,Juventude,19,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
286,Kelvin,br  BRA,"MF,FW",Atl Goianiense,24,1997,3.4,13,3.84,11,0,0,2,0,0,0,0.00,0,0,0,0,0,0
287,Kelvyn,br  BRA,"FW,DF",Ceará,22,1999,0.6,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
288,John Kennedy,br  BRA,"FW,MF",Fluminense,19,2002,1.6,6,3.83,1,0,2,3,0,0,0,0.00,0,0,0,0,0,0
289,Keno,br  BRA,"FW,MF",Atlético Mineiro,32,1989,20.6,95,4.61,57,12,15,7,4,0,9,0.44,3,0,2,4,0,0
290,Kevin,br  BRA,DF,Avaí,24,1997,29.2,75,2.57,49,23,0,1,1,1,4,0.14,4,0,0,0,0,0
291,Khellven,br  BRA,DF,Atl Paranaense,20,2001,23.4,54,2.31,34,15,0,2,1,2,5,0.21,4,0,0,0,0,1
292,Benjamín Kuscevic,cl  CHI,DF,Palmeiras,25,1996,3.3,2,0.61,1,0,0,1,0,0,1,0.30,0,0,0,1,0,0
293,Gabriel Lacerda,br  BRA,DF,Ceará,22,1999,20.0,11,0.52,10,1,0,0,0,0,2,0.10,2,0,0,0,0,0
294,Anthony Landazuri,ec  ECU,DF,Fortaleza,24,1997,5.8,9,1.55,7,1,0,0,1,0,2,0.35,1,0,0,0,1,0
295,Thauan Lara,br  BRA,"DF,FW",Internacional,18,2004,3.8,5,1.30,2,0,0,1,2,0,1,0.26,0,0,0,0,1,0
296,Lázaro,br  BRA,"FW,MF",Flamengo,19,2002,9.1,28,3.07,21,2,3,1,1,0,2,0.22,1,1,0,0,0,0
297,Anderson Leite,br  BRA,MF,Juventude,28,1993,0.8,2,2.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
298,Vinícius Leite,br  BRA,MF,Avaí,28,1993,1.5,4,2.59,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
299,Bernanrdo Lemes,br  BRA,"MF,FW",Coritiba,20,2002,10.5,24,2.29,22,0,0,0,2,0,2,0.19,2,0,0,0,0,0
300,Marcos Leonardo,br  BRA,FW,Santos,18,2003,32.0,62,1.94,34,0,9,10,9,0,7,0.22,4,0,2,0,1,0
301,Vitor Leque,br  BRA,"MF,DF",Juventude,21,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
302,Lima,br  BRA,"FW,MF",Ceará,25,1996,21.5,70,3.26,49,7,3,5,6,0,2,0.09,2,0,0,0,0,0
303,Anderson Lima,br  BRA,"MF,FW",São Paulo,22,1999,2.3,6,2.57,2,0,1,0,3,0,1,0.43,0,0,0,0,1,0
304,Rodrigo Lindoso,br  BRA,MF,Ceará,32,1989,9.6,29,3.02,25,1,0,2,0,1,3,0.31,3,0,0,0,0,0
305,Liziero,br  BRA,MF,Internacional,23,1998,5.6,13,2.30,8,3,1,0,0,1,1,0.18,1,0,0,0,0,0
306,David Loiola,br  BRA,DF,Ceará,19,2002,4.4,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
307,Marcelo Lomba,br  BRA,GK,Palmeiras,35,1986,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
308,Kevin Lomónaco,ar  ARG,DF,Bragantino,20,2002,12.4,9,0.73,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
309,José López,ar  ARG,FW,Palmeiras,21,2000,6.1,15,2.48,10,0,2,2,0,1,0,0.00,0,0,0,0,0,0
310,Henrique Lordelo,br  BRA,"MF,DF",Goiás,21,2000,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
311,Guillermo de los Santos,uy  URU,DF,Coritiba,30,1991,10.5,9,0.86,8,1,0,0,0,0,3,0.29,2,1,0,0,0,0
312,Lucão,br  BRA,GK,Bragantino,20,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
313,Lucas,br  BRA,DF,Santos,20,2001,16.2,46,2.84,18,23,4,1,0,0,1,0.06,0,1,0,0,0,0
314,Ayrton Lucas,br  BRA,DF,Flamengo,24,1997,28.4,60,2.11,42,3,6,3,2,4,12,0.42,7,0,3,1,1,0
315,João Lucas,br  BRA,"DF,MF",Cuiabá,23,1998,23.8,38,1.60,24,9,1,1,3,0,2,0.08,2,0,0,0,0,0
316,Luciano,br  BRA,FW,São Paulo,28,1993,22.6,61,2.69,43,3,4,9,2,0,7,0.31,7,0,0,0,0,0
317,André Luis,br  BRA,"FW,MF",Cuiabá,24,1997,20.4,55,2.69,35,0,3,4,13,0,4,0.20,2,0,0,0,2,0
318,Filipe Luís,br  BRA,DF,Flamengo,36,1985,7.1,24,3.40,20,1,0,0,0,3,0,0.00,0,0,0,0,0,0
319,Victor Luis,br  BRA,DF,Ceará,28,1993,15.7,36,2.29,24,8,1,1,2,0,0,0.00,0,0,0,0,0,0
320,David Luiz,br  BRA,DF,Flamengo,34,1987,15.8,14,0.88,12,0,1,0,1,0,2,0.13,2,0,0,0,0,0
321,Luizão,br  BRA,DF,São Paulo,19,2002,11.0,7,0.64,3,0,0,1,0,3,1,0.09,1,0,0,0,0,0
322,Vinícius Machado,br  BRA,GK,Ceará,21,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
323,Mádson,br  BRA,DF,Santos,30,1992,23.8,45,1.90,38,3,0,3,0,1,4,0.17,3,0,0,1,0,0
324,Maguinho,br  BRA,"DF,MF",Goiás,29,1993,21.6,35,1.62,24,4,3,0,2,2,2,0.09,0,1,0,0,1,0
325,Gustavo Maia,br  BRA,FW,Internacional,21,2001,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
326,Leonardo Maia,br  BRA,MF,Bragantino,18,2003,0.3,,,,,,,,,,,,,,,,
327,Pablo Maia,br  BRA,MF,São Paulo,20,2002,22.8,40,1.75,34,3,0,2,1,0,4,0.18,3,0,0,1,0,0
328,Thiago Maia,br  BRA,MF,Flamengo,24,1997,17.2,30,1.75,29,0,0,0,1,0,0,0.00,0,0,0,0,0,0
329,Maicon,br  BRA,DF,Santos,33,1988,21.3,20,0.94,17,0,0,2,0,1,1,0.05,0,0,0,1,0,0
330,Iago Maidana,br  BRA,DF,América (MG),25,1996,11.5,5,0.44,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
331,Léo Mana,br  BRA,DF,Corinthians,17,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
332,Alef Manga,br  BRA,"FW,MF",Coritiba,27,1994,27.0,98,3.64,72,0,14,8,4,0,12,0.45,7,0,2,2,1,0
333,Manoel,br  BRA,DF,Fluminense,31,1990,27.2,29,1.07,23,1,1,1,1,2,2,0.07,1,0,0,1,0,0
334,Gustavo Mantuan,br  BRA,"FW,DF",Corinthians,20,2001,9.6,18,1.88,14,0,1,1,2,0,1,0.10,1,0,0,0,0,0
335,Luis Manuel Orejuela,co  COL,DF,Atl Paranaense,26,1995,13.0,17,1.31,11,2,1,1,2,0,1,0.08,1,0,0,0,0,0
336,Maranhão,br  BRA,FW,Botafogo (RJ),19,2002,1.0,,,,,,,,,,,,,,,,
337,Fernando Marçal,br  BRA,DF,Botafogo (RJ),32,1989,17.1,77,4.49,35,38,2,1,1,0,7,0.41,3,3,0,0,1,0
338,Marcelo,br  BRA,DF,Fortaleza,26,1996,29.0,11,0.38,8,1,1,0,0,1,1,0.03,1,0,0,0,0,0
339,Marcinho,br  BRA,"FW,MF",Avaí,26,1995,5.8,25,4.32,19,3,1,0,1,1,0,0.00,0,0,0,0,0,0
340,Mariano,br  BRA,DF,Atlético Mineiro,35,1986,19.2,59,3.07,51,8,0,0,0,0,2,0.10,2,0,0,0,0,0
341,Marinho,br  BRA,FW,Flamengo,31,1990,15.3,81,5.28,43,13,10,5,10,0,10,0.65,3,4,0,1,2,0
342,Rodriguinho Marinho,br  BRA,"FW,MF",Cuiabá,33,1988,16.5,49,2.98,35,0,3,8,3,0,7,0.43,4,0,0,2,1,0
343,Marlos,ua  UKR,"MF,FW",Atl Paranaense,33,1988,1.7,9,5.33,6,1,0,2,0,0,0,0.00,0,0,0,0,0,0
344,Felipe Marques,br  BRA,"FW,MF",Cuiabá,32,1990,10.6,33,3.11,26,0,1,1,4,1,3,0.28,2,0,0,0,1,0
345,Gustavo Marques,br  BRA,DF,América (MG),20,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
346,Marrony,br  BRA,"FW,MF",Fluminense,22,1999,2.0,5,2.50,2,0,0,2,1,0,1,0.50,0,0,0,0,1,0
347,Matheus Martinelli,br  BRA,MF,Fluminense,20,2001,18.0,62,3.44,57,0,1,2,0,2,8,0.44,8,0,0,0,0,0
348,Adrián Martínez,ar  ARG,"FW,MF",Coritiba,29,1992,11.1,23,2.06,14,1,1,5,1,1,1,0.09,0,0,1,0,0,0
349,Matheus Martins,br  BRA,"FW,MF",Fluminense,18,2003,17.8,69,3.88,46,3,8,5,7,0,15,0.84,10,0,1,1,3,0
350,Wellington Martins,br  BRA,MF,Fluminense,31,1991,7.0,9,1.29,9,0,0,0,0,0,1,0.14,1,0,0,0,0,0
351,Gonzalo Mastriani,uy  URU,FW,América (MG),28,1993,5.2,11,2.12,6,0,2,2,1,0,3,0.58,1,0,0,1,1,0
352,Mateusão,br  BRA,"FW,MF",Flamengo,17,2004,2.5,3,1.19,2,0,0,0,1,0,1,0.40,0,0,0,0,1,0
353,William Matheus,br  BRA,DF,Juventude,31,1990,10.1,15,1.49,11,3,0,0,1,0,1,0.10,1,0,0,0,0,0
354,Matheusinho,br  BRA,"MF,FW",América (MG),23,1998,15.3,72,4.71,55,2,5,2,7,1,1,0.07,1,0,0,0,0,0
355,Matheuzinho,br  BRA,DF,Flamengo,21,2000,23.9,60,2.51,54,0,2,0,2,2,5,0.21,5,0,0,0,0,0
356,Diego Matos,br  BRA,DF,Avaí,25,1997,1.2,1,0.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
357,Mauricio,br  BRA,"FW,MF",Internacional,20,2001,17.4,70,4.02,57,1,2,5,4,1,8,0.46,7,0,0,1,0,0
358,Maycon,br  BRA,MF,Corinthians,24,1997,8.8,30,3.41,16,10,0,2,2,0,1,0.11,1,0,0,0,0,0
359,Mayke,br  BRA,"DF,FW",Palmeiras,29,1992,16.3,58,3.56,43,4,3,3,0,5,3,0.18,2,0,1,0,0,0
360,Bruno Melo,br  BRA,"DF,MF",Corinthians,29,1992,4.9,3,0.61,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
361,Felipe Melo,br  BRA,"DF,MF",Fluminense,38,1983,8.1,10,1.23,9,0,0,0,1,0,1,0.12,1,0,0,0,0,0
362,Darlan Mendes,br  BRA,"MF,FW",Juventude,23,1998,1.3,4,3.03,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
363,Vitor Mendes,br  BRA,DF,Juventude,22,1999,18.3,11,0.60,11,0,0,0,0,0,1,0.05,1,0,0,0,0,0
364,Stiven Mendoza,co  COL,FW,Ceará,29,1992,25.9,81,3.13,58,1,5,12,5,0,4,0.15,2,0,0,2,0,0
365,Ramon Menezes Roma,br  BRA,DF,Atl Goianiense,26,1995,14.0,12,0.86,10,0,0,2,0,0,1,0.07,1,0,0,0,0,0
366,Gabriel Menino,br  BRA,MF,Palmeiras,21,2000,10.2,55,5.40,42,6,0,2,5,0,5,0.49,4,1,0,0,0,0
367,Gabriel Mercado,ar  ARG,DF,Internacional,34,1987,23.6,16,0.68,13,0,0,0,2,1,2,0.08,1,0,0,0,1,0
368,John Mercado,ec  ECU,FW,Atl Paranaense,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
369,Miguel Merentiel,uy  URU,"FW,MF",Palmeiras,25,1996,2.6,6,2.27,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0
370,Messias,br  BRA,DF,Ceará,27,1994,23.0,9,0.39,8,0,0,1,0,0,2,0.09,1,0,0,1,0,0
371,Lucas Mezenga,br  BRA,DF,Botafogo (RJ),20,2001,3.1,2,0.64,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
372,Michel,br  BRA,DF,Ceará,31,1990,11.8,13,1.10,10,1,0,1,1,0,1,0.08,1,0,0,0,0,0
373,Carlos Miguel,br  BRA,GK,Corinthians,23,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
374,Fernando Miguel,br  BRA,GK,Fortaleza,36,1985,20.0,3,0.15,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
375,Miranda,br  BRA,DF,São Paulo,37,1984,12.8,11,0.86,7,1,0,1,1,1,0,0.00,0,0,0,0,0,0
376,Paulo Miranda,br  BRA,DF,Juventude,33,1988,16.4,10,0.61,8,0,0,2,0,0,1,0.06,1,0,0,0,0,0
377,Paulinho Moccelin,br  BRA,"MF,FW",Juventude,27,1994,4.3,11,2.56,3,3,1,1,2,1,1,0.23,0,1,0,0,0,0
378,Moisés,br  BRA,DF,Internacional,26,1995,6.5,13,1.99,10,0,0,1,1,1,0,0.00,0,0,0,0,0,0
379,Moises,br  BRA,"FW,MF",Fortaleza,25,1996,25.0,83,3.32,50,1,15,11,5,1,10,0.40,6,0,1,2,1,0
380,Rodrigo Moledo,br  BRA,DF,Internacional,34,1987,13.5,7,0.52,3,0,0,3,1,0,1,0.07,0,0,0,1,0,0
381,Jacob Montes,us  USA,MF,Botafogo (RJ),23,1998,1.0,4,4.19,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
382,Moraes,br  BRA,"DF,MF",Juventude,24,1997,15.2,35,2.31,21,8,1,1,3,1,2,0.13,1,0,0,1,0,0
383,Airton Moraes,br  BRA,GK,América (MG),27,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
384,Júnior Moraes,ua  UKR,FW,Corinthians,34,1987,4.5,6,1.34,5,0,0,1,0,0,1,0.22,1,0,0,0,0,0
385,Wesley Moraes,br  BRA,FW,Internacional,25,1996,3.3,15,4.47,12,0,0,2,1,0,0,0.00,0,0,0,0,0,0
386,Morato,br  BRA,"FW,MF",Avaí,29,1992,7.3,23,3.15,16,1,3,1,2,0,5,0.68,2,0,1,1,1,0
