,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
270,Andrea Lazzari,it  ITA,MF,Carpi,30,1984,3.8,1,0,,8,,,,,,,,
271,Nicola Leali,it  ITA,GK,Frosinone,22,1993,33.0,3,0,,0,,,,,,,,
272,Mario Lemina,ga  GAB,MF,Juventus,21,1993,8.1,4,0,,18,,,,,,,,
273,Gaetano Letizia,it  ITA,"DF,MF",Carpi,25,1990,32.1,5,0,,32,,,,,,,,
274,Luca Lezzerini,it  ITA,GK,Fiorentina,20,1995,1.2,0,0,,0,,,,,,,,
275,Stephan Lichtsteiner,ch  SUI,"MF,DF",Juventus,31,1984,20.2,5,0,,22,,,,,,,,
276,Marko Livaja,hr  CRO,FW,Empoli,21,1993,6.8,7,0,,24,,,,,,,,
277,Fernando Llorente,es  ESP,FW,Juventus,30,1985,0.1,0,0,,0,,,,,,,,
278,Manuel Locatelli,it  ITA,MF,Milan,17,1998,1.0,1,0,,2,,,,,,,,
279,Francesco Lodi,it  ITA,MF,Udinese,31,1984,20.8,3,0,,19,,,,,,,,
280,Lorenzo Lollo,it  ITA,"MF,FW",Carpi,24,1990,23.3,12,2,,73,,,,,,,,
281,Alessandro Longhi,it  ITA,DF,Sassuolo,26,1989,3.4,1,0,,3,,,,,,,,
282,Samuele Longo,it  ITA,FW,Frosinone,23,1992,3.7,2,0,,13,,,,,,,,
283,David López,es  ESP,MF,Napoli,25,1989,8.3,2,0,,19,,,,,,,,
284,Diego López,es  ESP,GK,Milan,33,1981,8.0,1,0,,0,,,,,,,,
285,Maxi López,ar  ARG,FW,Torino,31,1984,12.1,2,0,,52,,,,,,,,
286,Senad Lulić,ba  BIH,"DF,MF",Lazio,29,1986,26.1,10,1,,48,,,,,,,,
287,Paul-Jose M'Poku,cd  COD,"FW,MF",Chievo,23,1992,8.5,3,0,,10,,,,,,,,
288,Massimo Maccarone,it  ITA,FW,Empoli,35,1979,30.5,4,0,,46,,,,,,,,
289,Christian Maggio,it  ITA,DF,Napoli,33,1982,4.4,0,0,,7,,,,,,,,
290,Francesco Magnanelli,it  ITA,MF,Sassuolo,30,1984,34.0,8,0,,71,,,,,,,,
291,Raffaele Maiello,it  ITA,MF,Empoli,24,1991,5.3,1,0,,7,,,,,,,,
292,Domenico Maietta,it  ITA,DF,Bologna,32,1982,17.3,4,0,,17,,,,,,,,
293,Nikola Maksimović,rs  SRB,DF,Torino,23,1991,16.0,2,0,,13,,,,,,,,
294,Rey Manaj,al  ALB,FW,Inter,18,1997,0.4,1,0,,8,,,,,,,,
295,Mario Mandžukić,hr  CRO,FW,Juventus,29,1986,22.7,5,0,,51,,,,,,,,
296,Kostas Manolas,gr  GRE,DF,Roma,24,1991,34.7,7,0,,53,,,,,,,,
297,Giovanni Marchese,it  ITA,DF,Genoa,30,1984,7.4,4,0,,19,,,,,,,,
298,Federico Marchetti,it  ITA,GK,Lazio,32,1983,28.3,0,0,,0,,,,,,,,
299,Claudio Marchisio,it  ITA,MF,Juventus,29,1986,21.4,8,0,,32,,,,,,,,
300,Enzo Maresca,it  ITA,MF,Palermo,35,1980,11.0,3,0,,14,,,,,,,,
301,Rafael Márquez,mx  MEX,DF,Hellas Verona,36,1979,8.4,3,0,,4,,,,,,,,
302,Marquinho,br  BRA,MF,Udinese,29,1986,5.0,3,0,,9,,,,,,,,
303,Luca Martinelli,it  ITA,DF,Empoli,26,1988,1.0,0,0,,3,,,,,,,,
304,Josef Martínez,ve  VEN,FW,Torino,22,1993,10.3,0,0,,18,,,,,,,,
305,Raphael Martinho,br  BRA,MF,Carpi,27,1988,7.5,3,0,,11,,,,,,,,
306,Andrea Masiello,it  ITA,DF,Atalanta,29,1986,26.6,7,0,,27,,,,,,,,
307,Adam Masina,ma  MAR,DF,Bologna,21,1994,29.1,8,1,,33,,,,,,,,
308,Tim Matavž,si  SVN,FW,Genoa,26,1989,5.2,0,0,,14,,,,,,,,
309,Alessandro Matri,it  ITA,"FW,MF",Lazio,30,1984,9.1,1,1,,14,,,,,,,,
310,Federico Mattiello,it  ITA,DF,Chievo,20,1995,1.0,0,0,,1,,,,,,,,
311,Matuzalém,br  BRA,MF,Hellas Verona,35,1980,2.3,1,0,,7,,,,,,,,
312,José Mauri,it  ITA,MF,Milan,19,1996,2.7,2,0,,7,,,,,,,,
313,Stefano Mauri,it  ITA,"MF,FW",Lazio,35,1980,5.6,0,0,,6,,,,,,,,
314,Maurício,br  BRA,DF,Lazio,26,1988,21.4,14,1,,47,,,,,,,,
315,Jerry Mbakogu,ng  NGA,FW,Carpi,22,1992,18.8,2,0,,36,,,,,,,,
316,Ibrahima Mbaye,sn  SEN,DF,Bologna,20,1994,10.9,3,1,,18,,,,,,,,
317,Levan Mchedlidze,ge  GEO,FW,Empoli,25,1990,3.6,2,1,,12,,,,,,,,
318,Gary Medel,cl  CHI,"MF,DF",Inter,27,1987,26.8,10,0,,22,,,,,,,,
319,Riccardo Meggiorini,it  ITA,FW,Chievo,29,1985,18.2,8,1,,47,,,,,,,,
320,Felipe Melo,br  BRA,MF,Inter,32,1983,19.7,7,2,,36,,,,,,,,
321,Jérémy Ménez,fr  FRA,FW,Milan,28,1987,3.3,1,0,,6,,,,,,,,
322,Alexander Merkel,kz  KAZ,MF,Udinese,23,1992,0.6,1,0,,3,,,,,,,,
323,Dries Mertens,be  BEL,FW,Napoli,28,1987,12.3,7,0,,35,,,,,,,,
324,Djamel Mesbah,dz  ALG,DF,Sampdoria,30,1984,6.5,2,0,,6,,,,,,,,
325,Philippe Mexès,fr  FRA,DF,Milan,33,1982,4.5,4,0,,4,,,,,,,,
326,Giulio Migliaccio,it  ITA,MF,Atalanta,34,1981,6.0,2,1,,16,,,,,,,,
327,Sergej Milinković-Savić,rs  SRB,MF,Lazio,20,1995,18.2,6,1,,41,,,,,,,,
328,Miranda,br  BRA,DF,Inter,30,1984,31.0,7,2,,45,,,,,,,,
329,Antonio Mirante,it  ITA,GK,Bologna,32,1983,33.0,2,0,,0,,,,,,,,
330,Simone Missiroli,it  ITA,MF,Sassuolo,29,1986,20.4,7,1,,32,,,,,,,,
331,Niklas Moisander,fi  FIN,DF,Sampdoria,29,1985,19.8,4,1,,17,,,,,,,,
332,Cristian Molinaro,it  ITA,MF,Torino,32,1983,21.8,4,1,,31,,,,,,,,
333,Gaetano Monachello,it  ITA,FW,Atalanta,21,1994,4.0,2,0,,10,,,,,,,,
334,Riccardo Montolivo,it  ITA,MF,Milan,30,1985,29.8,5,0,,21,,,,,,,,
335,Martín Montoya,es  ESP,DF,Inter,24,1991,2.8,0,0,,3,,,,,,,,
336,Maximiliano Moralez,ar  ARG,FW,Atalanta,28,1987,15.1,2,0,,25,,,,,,,,
337,Vangelis Moras,gr  GRE,DF,Hellas Verona,33,1981,30.6,5,1,,30,,,,,,,,
338,Álvaro Morata,es  ESP,FW,Juventus,22,1992,16.0,6,1,,43,,,,,,,,
339,Emiliano Moretti,it  ITA,DF,Torino,34,1981,35.0,4,0,,35,,,,,,,,
340,Michel Morganella,ch  SUI,"MF,DF",Palermo,26,1989,11.4,4,1,,28,,,,,,,,
341,Archimede Morleo,it  ITA,DF,Bologna,31,1983,4.4,0,0,,4,,,,,,,,
342,Ravel Morrison,jm  JAM,MF,Lazio,22,1993,0.7,0,0,,1,,,,,,,,
343,Anthony Mounier,fr  FRA,"FW,MF",Bologna,27,1987,21.4,6,0,,39,,,,,,,,
344,Ezequiel Muñoz,ar  ARG,DF,Genoa,24,1990,15.6,7,0,,31,,,,,,,,
345,Luis Muriel,co  COL,FW,Sampdoria,24,1991,18.8,3,0,,29,,,,,,,,
346,Jeison Murillo,co  COL,DF,Inter,23,1992,31.6,6,3,,29,,,,,,,,
347,Yuto Nagatomo,jp  JPN,DF,Inter,28,1986,18.3,5,2,,19,,,,,,,,
348,Radja Nainggolan,be  BEL,MF,Roma,27,1988,32.6,11,1,,47,,,,,,,,
349,Neto,br  BRA,GK,Juventus,26,1989,3.0,0,0,,0,,,,,,,,
350,M'Baye Niang,sn  SEN,FW,Milan,20,1994,12.7,1,0,,49,,,,,,,,
351,Nikola Ninković,rs  SRB,"FW,MF",Chievo,20,1994,0.1,0,0,,0,,,,,,,,
352,Antonio Nocerino,it  ITA,MF,Milan,30,1985,0.7,0,0,,1,,,,,,,,
353,Olivier Ntcham,fr  FRA,"MF,FW",Genoa,19,1996,11.1,2,0,,28,,,,,,,,
354,Joel Obi,ng  NGA,MF,Torino,24,1991,5.4,1,1,,16,,,,,,,,
355,Marios Oikonomou,gr  GRE,DF,Bologna,22,1992,18.0,6,1,,21,,,,,,,,
356,Wallace Oliveira,br  BRA,MF,Carpi,21,1994,1.8,1,0,,4,,,,,,,,
357,Ogenyi Onazi,ng  NGA,MF,Lazio,22,1992,13.1,2,0,,13,,,,,,,,
358,Juan Pablo Carrizo,ar  ARG,GK,Inter,31,1984,1.8,0,0,,0,,,,,,,,
359,Daniele Padelli,it  ITA,GK,Torino,29,1985,35.0,3,0,,0,,,,,,,,
360,Simone Padoin,it  ITA,"MF,DF",Juventus,31,1984,6.4,2,0,,8,,,,,,,,
361,Luca Paganini,it  ITA,"MF,FW",Frosinone,22,1993,20.4,6,0,,35,,,,,,,,
362,Rodrigo Palacio,ar  ARG,"FW,MF",Inter,33,1982,15.6,5,0,,23,,,,,,,,
363,Gabriel Paletta,it  ITA,DF,Atalanta,29,1986,22.4,5,2,,36,,,,,,,,
364,Emerson Palmieri,it  ITA,DF,Roma,20,1994,2.1,1,0,,3,,,,,,,,
365,Angelo Palombo,it  ITA,MF,Sampdoria,33,1981,4.3,0,0,,1,,,,,,,,
366,Alberto Paloschi,it  ITA,FW,Chievo,25,1990,18.5,1,0,,32,,,,,,,,
367,Goran Pandev,mk  MKD,FW,Genoa,32,1983,9.2,0,1,,10,,,,,,,,
368,Giuseppe Panico,it  ITA,FW,Genoa,18,1997,0.1,0,0,,1,,,,,,,,
369,Leandro Paredes,ar  ARG,MF,Empoli,21,1994,27.6,11,0,,45,,,,,,,,
370,Marco Parolo,it  ITA,MF,Lazio,30,1985,28.5,9,0,,53,,,,,,,,
371,Lorenzo Pasciuti,it  ITA,MF,Carpi,25,1989,17.2,5,1,,27,,,,,,,,
372,Manuel Pasqual,it  ITA,"MF,DF",Fiorentina,33,1982,11.5,5,0,,12,,,,,,,,
373,Giovanni Pasquale,it  ITA,MF,Udinese,33,1982,2.6,2,0,,4,,,,,,,,
374,Patric,es  ESP,DF,Lazio,22,1993,6.5,3,1,,11,,,,,,,,
375,Daniel Pavlović,ba  BIH,DF,Frosinone,27,1988,21.4,6,0,,34,,,,,,,,
376,Leonardo Pavoletti,it  ITA,FW,Genoa,26,1988,21.3,3,1,,74,,,,,,,,
377,Giampaolo Pazzini,it  ITA,FW,Hellas Verona,30,1984,21.3,5,0,,35,,,,,,,,
378,Gianluca Pegolo,it  ITA,GK,Sassuolo,34,1981,1.7,1,0,,0,,,,,,,,
379,Alberto Pelagotti,it  ITA,GK,Empoli,25,1989,6.0,0,0,,0,,,,,,,,
380,Lorenzo Pellegrini,it  ITA,MF,Sassuolo,19,1996,12.8,5,1,,30,,,,,,,,
381,Sergio Pellissier,it  ITA,FW,Chievo,36,1979,10.6,2,0,,9,,,,,,,,
382,Federico Peluso,it  ITA,DF,Sassuolo,31,1984,33.7,11,0,,53,,,,,,,,
383,Simone Pepe,it  ITA,"MF,FW",Chievo,31,1983,8.9,3,1,,16,,,,,,,,
384,Pedro Pereira,pt  POR,FW,Sampdoria,31,1984,7.1,0,0,,5,,,,,,,,
385,Bruno Peres,br  BRA,MF,Torino,25,1990,28.8,9,0,,23,,,,,,,,
386,Roberto Pereyra,ar  ARG,"MF,FW",Juventus,24,1991,8.9,0,0,,10,,,,,,,,
387,Stipe Perica,hr  CRO,FW,Udinese,20,1995,5.2,1,0,,13,,,,,,,,
388,Mattia Perin,it  ITA,GK,Genoa,22,1992,25.0,2,0,,0,,,,,,,,
389,Ivan Perišić,hr  CRO,"MF,FW",Inter,26,1989,26.8,5,0,,24,,,,,,,,
390,Giuseppe Pezzella,it  ITA,"DF,MF",Palermo,17,1997,6.6,0,0,,4,,,,,,,,
391,Mauricio Pinilla,cl  CHI,FW,Atalanta,31,1984,14.9,9,1,,41,,,,,,,,
392,Giampiero Pinzi,it  ITA,MF,Chievo,34,1981,11.0,7,0,,30,,,,,,,,
393,Iván Piris,py  PAR,DF,Udinese,26,1989,20.8,5,0,,35,,,,,,,,
394,Eros Pisano,it  ITA,DF,Hellas Verona,28,1987,32.3,7,0,,41,,,,,,,,
395,Alessandro Piu,it  ITA,FW,Empoli,19,1996,2.4,0,0,,2,,,,,,,,
396,Miralem Pjanić,ba  BIH,MF,Roma,25,1990,29.4,11,1,,54,,,,,,,,
397,Paul Pogba,fr  FRA,MF,Juventus,22,1993,33.5,10,0,,87,,,,,,,,
398,Andrea Poli,it  ITA,MF,Milan,25,1989,6.5,1,0,,9,,,,,,,,
399,Fabrizio Poli,it  ITA,"DF,MF",Carpi,26,1989,9.4,5,0,,20,,,,,,,,
400,Matteo Politano,it  ITA,FW,Sassuolo,21,1993,11.6,3,0,,13,,,,,,,,
401,Ronaldo Pompeu,br  BRA,MF,Empoli,25,1990,1.2,1,0,,5,,,,,,,,
402,Andrés Ponce,ve  VEN,FW,Sampdoria,18,1996,0.1,0,0,,0,,,,,,,,
403,Filippo Porcari,it  ITA,MF,Carpi,31,1984,2.0,0,0,,5,,,,,,,,
404,Josip Posavec,hr  CRO,GK,Palermo,19,1996,1.0,0,0,,0,,,,,,,,
405,Sanjin Prcić,ba  BIH,MF,Torino,21,1993,0.3,0,0,,1,,,,,,,,
406,Vasyl Pryima,ua  UKR,DF,Frosinone,24,1991,3.3,1,0,,5,,,,,,,,
407,Manuel Pucciarelli,it  ITA,FW,Empoli,24,1991,33.7,1,0,,46,,,,,,,,
408,Maurizio Pugliesi,it  ITA,GK,Empoli,38,1976,1.0,0,0,,0,,,,,,,,
409,Erick Pulgar,cl  CHI,MF,Bologna,21,1994,7.7,2,0,,14,,,,,,,,
410,Robin Quaison,se  SWE,"FW,MF",Palermo,21,1993,16.8,5,0,,38,,,,,,,,
411,Ivan Radovanović,rs  SRB,MF,Chievo,26,1988,23.1,9,0,,40,,,,,,,,
412,Ștefan Radu,ro  ROU,DF,Lazio,28,1986,12.1,3,1,,17,,,,,,,,
413,Boris Radunović,rs  SRB,GK,Atalanta,19,1996,1.0,0,0,,0,,,,,,,,
414,Rafael,br  BRA,GK,Hellas Verona,33,1982,11.2,0,1,,0,,,,,,,,
415,Cristian Raimondi,it  ITA,"DF,MF",Atalanta,34,1981,8.4,4,0,,19,,,,,,,,
416,Pepe Reina,es  ESP,GK,Napoli,32,1982,37.0,1,0,,0,,,,,,,,
417,Nicola Rigoni,it  ITA,MF,Chievo,24,1990,22.1,7,0,,30,,,,,,,,
418,Tomás Rincón,ve  VEN,MF,Genoa,27,1988,32.5,9,0,,72,,,,,,,,
419,Andrea Rispoli,it  ITA,MF,Palermo,26,1988,15.8,3,0,,20,,,,,,,,
420,Luca Rizzo,it  ITA,"FW,MF",Bologna,23,1992,16.1,3,1,,30,,,,,,,,
421,Michele Rocca,it  ITA,MF,Sampdoria,19,1996,0.3,0,0,,0,,,,,,,,
422,Alejandro Rodríguez,es  ESP,FW,Sampdoria,24,1991,0.5,0,0,,1,,,,,,,,
423,Gonzalo Rodríguez,ar  ARG,DF,Fiorentina,31,1984,34.9,7,0,,34,,,,,,,,
424,Alessio Romagnoli,it  ITA,DF,Milan,20,1995,32.7,9,1,,46,,,,,,,,
425,Simone Romagnoli,it  ITA,DF,Carpi,25,1990,29.3,5,0,,20,,,,,,,,
426,Rômulo,it  ITA,"DF,MF",Hellas Verona,28,1987,3.0,0,0,,7,,,,,,,,
427,Facundo Roncaglia,ar  ARG,DF,Fiorentina,28,1987,27.1,9,0,,48,,,,,,,,
428,Marten de Roon,nl  NED,MF,Atalanta,24,1991,34.3,10,1,,77,,,,,,,,
429,Aleandro Rosi,it  ITA,DF,Frosinone,28,1987,24.2,6,0,,65,,,,,,,,
430,Luca Rossettini,it  ITA,DF,Bologna,30,1985,28.2,5,0,,44,,,,,,,,
431,Giuseppe Rossi,it  ITA,"FW,MF",Fiorentina,28,1987,4.1,1,0,,6,,,,,,,,
432,Antonio Rüdiger,de  GER,DF,Roma,22,1993,29.3,4,0,,37,,,,,,,,
433,Daniele Rugani,it  ITA,DF,Juventus,21,1994,13.0,2,0,,15,,,,,,,,
434,Mário Rui,pt  POR,DF,Empoli,24,1991,36.0,7,1,,37,,,,,,,,
435,Adriano Russo,it  ITA,DF,Frosinone,28,1987,9.8,2,0,,7,,,,,,,,
436,Stefano Sabelli,it  ITA,"MF,DF",Carpi,22,1993,6.2,1,0,,1,,,,,,,,
437,Umar Sadiq,ng  NGA,"MF,FW",Roma,18,1997,2.1,0,0,,7,,,,,,,,
438,Mohamed Salah,eg  EGY,"FW,MF",Roma,23,1992,30.3,2,1,,22,,,,,,,,
439,Paolo Sammarco,it  ITA,MF,Frosinone,32,1983,25.8,7,0,,34,,,,,,,,
440,Alex Sandro,br  BRA,"MF,DF",Juventus,24,1991,16.7,6,1,,32,,,,,,,,
441,Nicola Sansone,it  ITA,FW,Sassuolo,23,1991,28.2,8,0,,50,,,,,,,,
442,Davide Santon,it  ITA,DF,Inter,24,1991,10.8,1,0,,18,,,,,,,,
443,Samir Santos,br  BRA,DF,Hellas Verona,20,1994,3.0,1,0,,1,,,,,,,,
444,Riccardo Saponara,it  ITA,"MF,FW",Empoli,23,1991,29.2,6,1,,40,,,,,,,,
445,Gennaro Sardo,it  ITA,DF,Chievo,36,1979,3.7,3,0,,7,,,,,,,,
446,Andrea Seculin,it  ITA,GK,Chievo,25,1990,3.0,0,0,,0,,,,,,,,
447,Stephan El Shaarawy,it  ITA,"FW,MF",Roma,22,1992,13.2,0,0,,11,,,,,,,,
448,Franco Signorelli,ve  VEN,MF,Empoli,24,1991,0.4,0,0,,2,,,,,,,,
449,Luca Siligardi,it  ITA,"MF,FW",Hellas Verona,27,1988,15.6,1,0,,19,,,,,,,,
450,Gastón Silva,uy  URU,"MF,DF",Torino,21,1994,9.9,3,0,,13,,,,,,,,
451,Matías Silvestre,ar  ARG,DF,Sampdoria,30,1984,21.9,7,0,,28,,,,,,,,
452,Maicon Sisenando,br  BRA,DF,Roma,34,1981,11.2,2,1,,11,,,,,,,,
453,Łukasz Skorupski,pl  POL,GK,Empoli,24,1991,31.0,2,0,,0,,,,,,,,
454,Milan Škriniar,sk  SVK,DF,Sampdoria,20,1995,1.2,1,1,,3,,,,,,,,
455,Danilo Soddimo,it  ITA,"MF,FW",Frosinone,27,1987,19.9,10,1,,39,,,,,,,,
456,Roberto Soriano,it  ITA,MF,Sampdoria,24,1991,31.3,7,0,,58,,,,,,,,
457,Stefano Sorrentino,it  ITA,GK,Palermo,36,1979,34.4,1,0,,0,,,,,,,,
458,Samuel Souprayen,fr  FRA,DF,Hellas Verona,26,1989,17.6,5,1,,28,,,,,,,,
459,Marco Sportiello,it  ITA,GK,Atalanta,23,1992,36.0,2,0,,0,,,,,,,,
460,Guglielmo Stendardo,it  ITA,DF,Atalanta,34,1981,12.4,4,1,,16,,,,,,,,
461,Ivan Strinić,hr  CRO,DF,Napoli,28,1987,2.8,0,0,,3,,,,,,,,
462,Kevin Strootman,nl  NED,MF,Roma,25,1990,2.1,1,0,,6,,,,,,,,
463,Aljaž Struna,si  SVN,DF,Palermo,24,1990,20.4,11,1,,43,,,,,,,,
464,Stefano Sturaro,it  ITA,MF,Juventus,22,1993,11.4,6,0,,30,,,,,,,,
465,Emanuele Suagher,it  ITA,DF,Carpi,22,1992,8.0,8,0,,15,,,,,,,,
466,Mario Suárez,es  ESP,MF,Fiorentina,28,1987,5.1,3,0,,8,,,,,,,,
467,Wojciech Szczęsny,pl  POL,GK,Roma,25,1990,34.0,1,0,,0,,,,,,,,
468,Aaron Tabacchi,it  ITA,FW,Bologna,17,1998,0.1,0,0,,0,,,,,,,,
469,Panagiotis Tachtsidis,gr  GRE,MF,Genoa,24,1991,9.3,3,0,,22,,,,,,,,
470,Saphir Taïder,dz  ALG,MF,Bologna,23,1992,23.4,4,0,,34,,,,,,,,
471,Ciprian Tătărușanu,ro  ROU,GK,Fiorentina,29,1986,36.8,2,0,,0,,,,,,,,
472,Alex Telles,br  BRA,DF,Inter,22,1992,17.5,6,1,,28,,,,,,,,
473,Cristian Tello,es  ESP,MF,Fiorentina,23,1991,11.9,1,0,,3,,,,,,,,
474,Emanuele Terranova,it  ITA,DF,Sassuolo,28,1987,3.7,1,0,,4,,,,,,,,
475,Cyril Théréau,fr  FRA,FW,Udinese,32,1983,32.2,2,1,,28,,,,,,,,
476,Rafael Tolói,it  ITA,DF,Atalanta,24,1990,21.1,7,1,,34,,,,,,,,
477,Nenad Tomović,rs  SRB,DF,Fiorentina,27,1987,18.6,5,0,,31,,,,,,,,
478,Lorenzo Tonelli,it  ITA,DF,Empoli,25,1990,25.4,9,1,,28,,,,,,,,
479,Aleksandar Tonev,bg  BUL,"MF,FW",Frosinone,25,1990,12.1,2,0,,13,,,,,,,,
480,Luca Toni,it  ITA,FW,Hellas Verona,38,1977,19.7,3,0,,43,,,,,,,,
481,Vasilis Torosidis,gr  GRE,DF,Roma,30,1985,6.4,2,0,,15,,,,,,,,
482,Francesco Totti,it  ITA,"MF,FW",Roma,38,1976,4.4,3,0,,6,,,,,,,,
483,Aleksandar Trajkovski,mk  MKD,"FW,MF",Palermo,22,1992,18.4,2,0,,33,,,,,,,,
484,Marcello Trotta,it  ITA,FW,Sassuolo,22,1992,2.2,0,0,,4,,,,,,,,
485,Marco Tumminello,it  ITA,FW,Roma,16,1998,0.0,0,0,,1,,,,,,,,
486,Salih Uçan,tr  TUR,MF,Roma,21,1994,0.5,0,0,,1,,,,,,,,
487,William Vainqueur,fr  FRA,MF,Roma,26,1988,6.7,3,0,,22,,,,,,,,
488,Mirko Valdifiori,it  ITA,MF,Napoli,29,1986,5.0,3,0,,11,,,,,,,,
489,Borja Valero,es  ESP,MF,Fiorentina,30,1985,34.4,5,0,,31,,,,,,,,
490,Franco Vázquez,ar  ARG,"FW,MF",Palermo,26,1989,35.3,11,0,,121,,,,,,,,
491,Matías Vecino,uy  URU,MF,Fiorentina,23,1991,26.6,8,0,,50,,,,,,,,
492,Daniele Verde,it  ITA,FW,Frosinone,19,1996,1.5,0,0,,1,,,,,,,,
493,Simone Verdi,it  ITA,"FW,MF",Carpi,23,1992,3.0,1,0,,5,,,,,,,,
494,Joan Verdú,es  ESP,MF,Fiorentina,32,1983,2.1,0,0,,3,,,,,,,,
495,Roberto Vitiello,it  ITA,DF,Palermo,32,1983,7.8,3,1,,11,,,,,,,,
496,Giuseppe Vives,it  ITA,MF,Torino,35,1980,28.3,10,1,,55,,,,,,,,
497,Federico Viviani,it  ITA,MF,Hellas Verona,23,1992,17.7,5,1,,30,,,,,,,,
498,Emiliano Viviano,it  ITA,GK,Sampdoria,29,1985,37.0,2,0,,0,,,,,,,,
499,Stefan de Vrij,nl  NED,DF,Lazio,23,1992,2.0,0,0,,3,,,,,,,,
500,Šime Vrsaljko,hr  CRO,DF,Sassuolo,23,1992,34.0,9,1,,58,,,,,,,,
501,Molla Wagué,ml  MLI,DF,Udinese,24,1991,18.8,6,1,,31,,,,,,,,
502,Silvan Widmer,ch  SUI,MF,Udinese,22,1993,21.2,4,0,,33,,,,,,,,
503,Kamil Wilczek,pl  POL,FW,Carpi,27,1988,1.3,0,0,,3,,,,,,,,
504,Mattia Zaccagni,it  ITA,"FW,MF",Hellas Verona,20,1995,0.6,0,0,,1,,,,,,,,
505,Cristian Zaccardo,it  ITA,DF,Carpi,33,1981,26.7,4,0,,24,,,,,,,,
506,Marco Zambelli,it  ITA,DF,Empoli,29,1985,13.9,3,0,,13,,,,,,,,
507,Cristián Zapata,co  COL,DF,Milan,28,1986,14.8,4,0,,19,,,,,,,,
508,Duván Zapata,co  COL,FW,Udinese,24,1991,16.9,6,0,,43,,,,,,,,
509,Davide Zappacosta,it  ITA,MF,Torino,23,1992,14.1,3,0,,28,,,,,,,,
510,Massimo Zappino,br  BRA,GK,Frosinone,34,1981,3.7,0,0,,0,,,,,,,,
511,Mauro Zárate,ar  ARG,"MF,FW",Fiorentina,28,1987,7.8,2,1,,21,,,,,,,,
512,Simone Zaza,it  ITA,FW,Juventus,24,1991,7.5,6,1,,27,,,,,,,,
513,Piotr Zieliński,pl  POL,MF,Empoli,21,1994,33.6,6,1,,36,,,,,,,,
514,Franco Zuculini,ar  ARG,MF,Bologna,24,1990,0.2,0,0,,1,,,,,,,,
515,Juan Zúñiga,co  COL,"MF,FW",Bologna,29,1985,5.0,0,0,,2,,,,,,,,
516,Filip Đorđević,rs  SRB,FW,Lazio,27,1987,14.4,1,1,,22,,,,,,,,
517,Uroš Đurđević,me  MNE,FW,Palermo,21,1994,5.3,2,0,,13,,,,,,,,
